Dates,Fed,US3Y,US10Y,KRbase,KR3Y,KR10Y,USDKRW,USDKRW12M
06/07/11,0.09,0.75,3.125,3,3.52,4.2,1082.05,1098.86
06/06/11,0.1,1,3.125,3,3.57,4.21,1078.1,1104.13
06/03/11,0.11,1,3.125,3,3.57,4.21,1080.03,1097.44
06/02/11,0.1,1,3.125,3,3.57,4.21,1080.82,1098.06
06/01/11,0.1,1,3.125,3,3.64,4.28,1074.7,1103.77
05/31/11,0.1,1,3.125,3,3.59,4.23,1079.23,1099.2
05/30/11,0.1,1,3.125,3,3.58,4.21,1080.1,1100.56
05/27/11,0.1,1,3.125,3,3.6,4.24,1082.2,1102.8
05/26/11,0.09,1,3.125,3,3.61,4.26,1088.45,1110.35
05/25/11,0.09,1,3.125,3,3.57,4.22,1101.45,1115.14
05/24/11,0.1,1,3.125,3,3.59,4.26,1093.47,1114.01
05/23/11,0.1,1,3.125,3,3.58,4.27,1097.8,1121.4
05/20/11,0.1,1,3.125,3,3.62,4.33,1082.75,1107.5
05/19/11,0.09,1,3.125,3,3.62,4.33,1086.2,1106.16
05/18/11,0.1,1,3.125,3,3.62,4.33,1087.95,1107.9
05/17/11,0.09,1,3.125,3,3.62,4.34,1088.55,1111.06
05/16/11,0.1,1,3.125,3,3.61,4.35,1091.15,1114.59
05/13/11,0.09,1,3.125,3,3.66,4.37,1086.65,1113.55
05/12/11,0.09,1,3.125,3,3.67,4.34,1085.08,1106.59
05/11/11,0.09,1,3.125,3,3.72,4.41,1074.93,1104.33
05/10/11,0.09,1,3.625,3,3.75,4.44,1083.7,1099.05
05/09/11,0.09,1.25,3.625,3,3.75,4.44,1082.35,1099.7
05/06/11,0.09,1.25,3.625,3,3.75,4.43,1083.25,1104.04
05/05/11,0.09,1.25,3.625,3,3.79,4.47,1081.45,1115.27
05/04/11,0.09,1.25,3.625,3,3.79,4.47,1074.85,1103.15
05/03/11,0.09,1.25,3.625,3,3.78,4.47,1068.8,1093.91
05/02/11,0.09,1.25,3.625,3,3.77,4.47,1065.1,1088.57
04/29/11,0.09,1.25,3.625,3,3.77,4.48,1071.5,1088.19
04/28/11,0.09,1.25,3.625,3,3.79,4.52,1071.3,1094.88
04/27/11,0.09,1.25,3.625,3,3.82,4.54,1079.38,1097.62
04/26/11,0.09,1.25,3.625,3,3.82,4.53,1086.2,1104.1
04/25/11,0.1,1.25,3.625,3,3.84,4.52,1081.27,1103.14
04/22/11,0.1,1.25,3.625,3,3.8,4.5,1080.8,1101.59
04/21/11,0.1,1.25,3.625,3,3.78,4.48,1080.05,1102.8
04/20/11,0.1,1.25,3.625,3,3.74,4.45,1082.38,1100.16
04/19/11,0.11,1.25,3.625,3,3.71,4.44,1091.43,1105
04/18/11,0.1,1.25,3.625,3,3.7,4.45,1088.53,1113.36
04/15/11,0.12,1.25,3.625,3,3.72,4.49,1089.8,1107.07
04/14/11,0.09,1.25,3.625,3,3.73,4.5,1086.7,1106.57
04/13/11,0.08,1.25,3.625,3,3.74,4.5,1088.05,1106.97
04/12/11,0.08,1.25,3.625,3,3.72,4.49,1093.68,1113.57
04/11/11,0.09,1.25,3.625,3,3.78,4.49,1084.25,1109.49
04/08/11,0.09,1.25,3.625,3,3.76,4.48,1083.33,1104.28
04/07/11,0.1,1.25,3.625,3,3.68,4.45,1088.25,1108.95
04/06/11,0.1,1.25,3.625,3,3.7,4.46,1086.85,1106.57
04/05/11,0.09,1.25,3.625,3,3.69,4.44,1090.08,1108.9
04/04/11,0.09,1.25,3.625,3,3.68,4.45,1086.75,1110.12
04/01/11,0.11,1.25,3.625,3,3.67,4.46,1091.15,1108.71
03/31/11,0.1,1.25,3.625,3,3.73,4.48,1096.7,1120.47
03/30/11,0.13,1.25,3.625,3,3.74,4.49,1104.15,1124.28
03/29/11,0.13,1.25,3.625,3,3.71,4.47,1110.35,1132.05
03/28/11,0.13,1.25,3.625,3,3.73,4.47,1114.45,1134.96
03/25/11,0.13,1.25,3.625,3,3.71,4.48,1114.3,1131.57
03/24/11,0.13,1.25,3.625,3,3.66,4.47,1121.13,1135.39
03/23/11,0.14,1.25,3.625,3,3.66,4.49,1124.28,1144.2
03/22/11,0.14,1.25,3.625,3,3.7,4.5,1120.98,1141.7
03/21/11,0.14,1.25,3.625,3,3.71,4.5,1124.77,1141.81
03/18/11,0.15,1.25,3.625,3,3.65,4.46,1126.58,1147.89
03/17/11,0.14,1.25,3.625,3,3.66,4.41,1135.2,1155.44
03/16/11,0.14,1.25,3.625,3,3.64,4.37,1130.8,1158.45
03/15/11,0.14,1.25,3.625,3,3.57,4.27,1134.9,1154.91
03/14/11,0.14,1.25,3.625,3,3.64,4.35,1129.65,1144.78
03/11/11,0.13,1.25,3.625,3,3.69,4.44,1124.3,1142.07
03/10/11,0.14,1.25,3.625,3,3.71,4.49,1121.7,1148.05
03/09/11,0.14,1.25,3.625,2.75,3.83,4.63,1115.65,1136.67
03/08/11,0.14,1.25,3.625,2.75,3.89,4.68,1117.88,1137.26
03/07/11,0.14,1.25,3.625,2.75,3.92,4.7,1119.33,1141.05
03/04/11,0.15,1.25,3.625,2.75,3.94,4.71,1114.68,1139.21
03/03/11,0.15,1.25,3.625,2.75,3.93,4.71,1120,1136.35
03/02/11,0.16,1.25,3.625,2.75,3.84,4.68,1128.25,1144.23
03/01/11,0.15,1.25,3.625,2.75,3.84,4.67,1123.65,1145.86
02/28/11,0.16,1.25,3.625,2.75,3.84,4.67,1128.65,1143.2
02/25/11,0.15,1.25,3.625,2.75,3.84,4.66,1126.42,1142.24
02/24/11,0.15,1.25,3.625,2.75,3.81,4.67,1131.25,1147.4
02/23/11,0.15,1.25,3.625,2.75,3.89,4.71,1124.33,1145.96
02/22/11,0.15,1.25,3.625,2.75,3.89,4.68,1127.62,1149.89
02/21/11,0.15,1.25,3.625,2.75,3.96,4.76,1118.05,1139.09
02/18/11,0.15,1.25,3.625,2.75,3.94,4.8,1112.13,1133.44
02/17/11,0.15,1.25,3.625,2.75,3.96,4.82,1117.4,1133.1
02/16/11,0.15,1.25,3.625,2.75,3.93,4.82,1120.3,1136.95
02/15/11,0.16,1.25,3.625,2.75,3.95,4.82,1119.33,1144.93
02/14/11,0.15,1.25,3.625,2.75,3.97,4.83,1122.85,1144.85
02/11/11,0.15,1.25,3.625,2.75,3.94,4.81,1128.6,1138.94
02/10/11,0.15,1.25,3.625,2.75,3.96,4.79,1116.9,1138.8
02/09/11,0.15,1.25,3.625,2.75,4,4.82,1108.5,1132.9
02/08/11,0.16,1.25,2.625,2.75,4.06,4.81,1104.7,1124.17
02/07/11,0.17,1,2.625,2.75,4.1,4.8,1107.55,1125.25
02/04/11,0.17,1,2.625,2.75,3.98,4.72,1103.25,1127.58
02/03/11,0.17,1,2.625,2.75,3.98,4.72,1103.45,1127.14
02/02/11,0.18,1,2.625,2.75,3.98,4.72,1101.7,1125.4
02/01/11,0.18,1,2.625,2.75,3.98,4.72,1116.92,1126.97
01/31/11,0.17,1,2.625,2.75,3.96,4.72,1121.35,1141.85
01/28/11,0.17,1,2.625,2.75,3.88,4.71,1113.82,1140.43
01/27/11,0.17,1,2.625,2.75,3.86,4.71,1114.4,1133.65
01/26/11,0.17,1,2.625,2.75,3.88,4.73,1116.03,1137.05
01/25/11,0.17,1,2.625,2.75,3.9,4.76,1118.2,1141.38
01/24/11,0.18,1,2.625,2.75,3.88,4.76,1121.15,1137.55
01/21/11,0.17,1,2.625,2.75,3.81,4.73,1124.15,1138.56
01/20/11,0.18,1,2.625,2.75,3.81,4.71,1121.28,1139.92
01/19/11,0.18,1,2.625,2.75,3.79,4.72,1110.35,1133.87
01/18/11,0.19,1,2.625,2.75,3.66,4.67,1116.6,1130.04
01/17/11,0.16,1,2.625,2.75,3.71,4.69,1117.47,1133.51
01/14/11,0.16,1,2.625,2.75,3.69,4.69,1114.4,1131.75
01/13/11,0.16,1,2.625,2.75,3.64,4.71,1114.1,1127.92
01/12/11,0.16,1,2.625,2.5,3.54,4.65,1119.72,1127.1
01/11/11,0.17,1,2.625,2.5,3.6,4.7,1125.03,1137.78
01/10/11,0.17,0.75,2.625,2.5,3.57,4.72,1124.55,1141.12
01/07/11,0.17,0.75,2.625,2.5,3.59,4.71,1122.17,1137.01
01/06/11,0.17,0.75,2.625,2.5,3.58,4.7,1119.93,1137.58
01/05/11,0.18,0.75,2.625,2.5,3.5,4.63,1126.02,1137.44
01/04/11,0.18,0.75,2.625,2.5,3.5,4.59,1120.98,1138.27
01/03/11,0.19,0.75,2.625,2.5,3.5,4.57,1126.48,1135.57
12/31/10,0.13,0.75,2.625,2.5,3.38,4.52,1126,1132.66
12/30/10,0.19,0.75,2.625,2.5,3.38,4.52,1135.42,1139.18
12/29/10,0.18,0.75,2.625,2.5,3.38,4.53,1146.37,1152.46
12/28/10,0.18,0.75,2.625,2.5,3.37,4.53,1147.9,1153.79
12/27/10,0.19,0.75,2.625,2.5,3.35,4.51,1149.1,1159.1
12/24/10,0.19,0.75,2.625,2.5,3.28,4.49,1150.67,1160.4
12/23/10,0.19,0.75,2.625,2.5,3.23,4.47,1148.82,1162.54
12/22/10,0.19,0.75,2.625,2.5,3.19,4.47,1154,1161.31
12/21/10,0.2,0.75,2.625,2.5,3.24,4.49,1154.9,1167.32
12/20/10,0.21,0.75,2.625,2.5,3.35,4.55,1150.45,1165.21
12/17/10,0.2,0.75,2.625,2.5,3.36,4.57,1152.55,1170.1
12/16/10,0.2,0.75,2.625,2.5,3.35,4.55,1152.33,1164.8
12/15/10,0.2,0.75,2.625,2.5,3.43,4.58,1154.9,1170.09
12/14/10,0.19,0.75,2.625,2.5,3.3,4.48,1140.25,1151.08
12/13/10,0.17,0.75,2.625,2.5,3.26,4.47,1145.8,1148.85
12/10/10,0.16,0.75,2.625,2.5,3.14,4.36,1143.48,1148.36
12/09/10,0.16,0.75,2.625,2.5,3.17,4.38,1139.45,1144.23
12/08/10,0.17,0.75,2.625,2.5,3.08,4.37,1146.08,1149.13
12/07/10,0.17,0.75,2.625,2.5,2.89,4.31,1131.32,1144.6
12/06/10,0.18,0.5,2.625,2.5,3.11,4.32,1133.15,1143.2
12/03/10,0.18,0.5,2.625,2.5,3.12,4.36,1138.75,1139.2
12/02/10,0.19,0.5,2.625,2.5,3.18,4.37,1149.3,1150.17
12/01/10,0.2,0.5,2.625,2.5,3.21,4.36,1151.25,1150.5
11/30/10,0.2,0.5,2.625,2.5,3.19,4.38,1159.6,1164.59
11/29/10,0.2,0.5,2.625,2.5,3.22,4.42,1152.62,1166.26
11/26/10,0.2,0.5,2.625,2.5,3.3,4.47,1159.73,1172.61
11/25/10,0.2,0.5,2.625,2.5,3.31,4.43,1137.82,1153.44
11/24/10,0.2,0.5,2.625,2.5,3.34,4.48,1142.47,1155.9
11/23/10,0.2,0.5,2.625,2.5,3.42,4.56,1137.5,1181.9
11/22/10,0.19,0.5,2.625,2.5,3.38,4.49,1125.7,1141.01
11/19/10,0.21,0.5,2.625,2.5,3.32,4.48,1133.73,1143.01
11/18/10,0.2,0.5,2.625,2.5,3.33,4.44,1134.7,1140
11/17/10,0.2,0.5,2.625,2.5,3.35,4.44,1144.67,1148
11/16/10,0.21,0.5,2.625,2.5,3.32,4.46,1129.48,1147.72
11/15/10,0.21,0.5,2.625,2.25,3.47,4.57,1131.9,1142.7
11/12/10,0.19,0.5,2.625,2.25,3.46,4.54,1127.77,1140.48
11/11/10,0.17,0.5,2.625,2.25,3.48,4.52,1107.9,1121.31
11/10/10,0.17,0.5,2.625,2.25,3.51,4.5,1110.38,1118.63
11/09/10,0.17,0.5,2.625,2.25,3.58,4.58,1113.3,1127.4
11/08/10,0.18,0.5,2.625,2.25,3.55,4.57,1113.3,1125
11/05/10,0.18,0.5,2.625,2.25,3.6,4.53,1107.32,1117.76
11/04/10,0.19,0.5,2.625,2.25,3.5,4.5,1107.65,1114.09
11/03/10,0.2,0.5,2.625,2.25,3.43,4.44,1110.2,1116.57
11/02/10,0.2,0.5,2.625,2.25,3.41,4.45,1113.6,1120.5
11/01/10,0.2,0.5,2.625,2.25,3.35,4.39,1116.6,1126.43
10/29/10,0.2,0.5,2.625,2.25,3.25,4.36,1125.25,1130.8
10/28/10,0.19,0.5,2.625,2.25,3.23,4.26,1123.8,1130.23
10/27/10,0.19,0.5,2.625,2.25,3.3,4.39,1128.2,1140.92
10/26/10,0.19,0.5,2.625,2.25,3.25,4.33,1116.82,1132.93
10/25/10,0.19,0.5,2.625,2.25,3.29,4.3,1116.1,1124.67
10/22/10,0.19,0.5,2.625,2.25,3.23,4.22,1123.15,1131.45
10/21/10,0.19,0.5,2.625,2.25,3.29,4.18,1129.3,1138.31
10/20/10,0.19,0.5,2.625,2.25,3.26,4.14,1126.95,1130.04
10/19/10,0.19,0.5,2.625,2.25,3.2,4.08,1130.62,1150.5
10/18/10,0.19,0.5,2.625,2.25,3.06,3.97,1119.05,1126.58
10/15/10,0.2,0.5,2.625,2.25,3.05,3.92,1111.45,1124.7
10/14/10,0.19,0.5,2.625,2.25,3.08,3.91,1111.1,1125.93
10/13/10,0.18,0.5,2.625,2.25,3.28,4.07,1120.7,1127.82
10/12/10,0.18,0.5,2.625,2.25,3.26,4.04,1131.62,1132.47
10/11/10,0.18,0.75,2.625,2.25,3.28,4.06,1116.82,1134.5
10/08/10,0.18,0.75,2.625,2.25,3.27,3.99,1120.25,1127.36
10/07/10,0.18,0.75,2.625,2.25,3.31,4,1114.73,1135.62
10/06/10,0.19,0.75,2.625,2.25,3.31,4,1118,1127.62
10/05/10,0.2,0.75,2.625,2.25,3.29,3.98,1130.65,1136.88
10/04/10,0.2,0.75,2.625,2.25,3.3,4.01,1122.38,1139.15
10/01/10,0.2,0.75,2.625,2.25,3.26,4,1130.37,1141.5
09/30/10,0.15,0.75,2.625,2.25,3.32,4.11,1140.15,1152.36
09/29/10,0.19,0.75,2.625,2.25,3.34,4.13,1142.3,1156.48
09/28/10,0.19,0.75,2.625,2.25,3.37,4.2,1146.25,1159.83
09/27/10,0.19,0.75,2.625,2.25,3.39,4.21,1148.35,1163.55
09/24/10,0.21,0.75,2.625,2.25,3.44,4.25,1155.25,1163.02
09/23/10,0.2,0.75,2.625,2.25,3.5,4.3,1151.4,1170.16
09/22/10,0.21,0.75,2.625,2.25,3.5,4.3,1155.98,1165.6
09/21/10,0.2,0.75,2.625,2.25,3.5,4.3,1161.04,1168.01
09/20/10,0.21,0.75,2.625,2.25,3.5,4.3,1161.3,1174.2
09/17/10,0.21,0.75,2.625,2.25,3.45,4.25,1160.7,1172.81
09/16/10,0.21,0.75,2.625,2.25,3.39,4.19,1164.6,1177.85
09/15/10,0.21,0.75,2.625,2.25,3.43,4.24,1161.15,1173.25
09/14/10,0.19,0.75,2.625,2.25,3.39,4.23,1161.8,1174.71
09/13/10,0.18,0.75,2.625,2.25,3.43,4.24,1160.9,1175.51
09/10/10,0.18,0.75,2.625,2.25,3.4,4.24,1165.85,1180.73
09/09/10,0.18,0.75,2.625,2.25,3.35,4.21,1167.48,1184
09/08/10,0.19,0.75,2.625,2.25,3.61,4.37,1172.8,1189.3
09/07/10,0.2,0.75,2.625,2.25,3.63,4.43,1176.7,1196.15
09/06/10,0.19,0.75,2.625,2.25,3.69,4.49,1170.45,1191.89
09/03/10,0.19,0.75,2.625,2.25,3.65,4.43,1175.1,1189.63
09/02/10,0.19,0.75,2.625,2.25,3.6,4.38,1180.9,1199.5
09/01/10,0.19,0.75,2.625,2.25,3.65,4.42,1184.78,1201.5
08/31/10,0.21,0.75,2.625,2.25,3.55,4.38,1198.83,1217.25
08/30/10,0.19,0.75,2.625,2.25,3.58,4.44,1192.13,1216.4
08/27/10,0.19,0.75,2.625,2.25,3.56,4.43,1196.76,1208.11
08/26/10,0.19,0.75,2.625,2.25,3.54,4.47,1189.95,1210.62
08/25/10,0.19,0.75,2.625,2.25,3.57,4.54,1196,1217.7
08/24/10,0.19,0.75,2.625,2.25,3.58,4.54,1191.15,1209.49
08/23/10,0.19,0.75,2.625,2.25,3.62,4.53,1181.95,1200.3
08/20/10,0.2,0.75,2.625,2.25,3.61,4.52,1183.13,1200.28
08/19/10,0.19,0.75,2.625,2.25,3.68,4.61,1172.7,1193.02
08/18/10,0.19,0.75,2.625,2.25,3.7,4.7,1174.53,1188.6
08/17/10,0.2,0.75,2.625,2.25,3.76,4.75,1176.2,1189.1
08/16/10,0.2,0.75,2.625,2.25,3.74,4.75,1187.3,1198.86
08/13/10,0.19,0.75,2.625,2.25,3.73,4.75,1183.7,1202.45
08/12/10,0.18,0.75,2.625,2.25,3.76,4.76,1186.18,1202.75
08/11/10,0.17,0.75,2.625,2.25,3.83,4.8,1182.5,1207.9
08/10/10,0.18,0.75,3.5,2.25,3.91,4.84,1168.68,1186.28
08/09/10,0.18,1,3.5,2.25,3.92,4.85,1160,1176.1
08/06/10,0.18,1,3.5,2.25,3.89,4.85,1161.9,1170.7
08/05/10,0.19,1,3.5,2.25,3.87,4.84,1166.45,1183.05
08/04/10,0.19,1,3.5,2.25,3.84,4.82,1168.43,1180.15
08/03/10,0.19,1,3.5,2.25,3.87,4.85,1171.43,1183.5
08/02/10,0.19,1,3.5,2.25,3.86,4.86,1172.45,1184.81
07/30/10,0.18,1,3.5,2.25,3.8,4.84,1182.75,1196.21
07/29/10,0.19,1,3.5,2.25,3.8,4.84,1186.5,1201.75
07/28/10,0.2,1,3.5,2.25,3.86,4.87,1184.2,1207.4
07/27/10,0.19,1,3.5,2.25,3.86,4.87,1181.43,1197.85
07/26/10,0.19,1,3.5,2.25,3.88,4.89,1191.3,1200.55
07/23/10,0.19,1,3.5,2.25,3.85,4.9,1199.15,1208.38
07/22/10,0.18,1,3.5,2.25,3.82,4.89,1204,1210.05
07/21/10,0.18,1,3.5,2.25,3.87,4.91,1204.5,1215.87
07/20/10,0.18,1,3.5,2.25,3.92,4.91,1205.71,1213.5
07/19/10,0.19,1,3.5,2.25,3.92,4.91,1215.65,1224.95
07/16/10,0.19,1,3.5,2.25,3.92,4.91,1203.39,1226.5
07/15/10,0.19,1,3.5,2.25,3.94,4.91,1202.65,1207.2
07/14/10,0.17,1,3.5,2.25,3.98,4.94,1202.33,1209.38
07/13/10,0.17,1,3.5,2.25,3.96,4.94,1212.3,1209.24
07/12/10,0.17,1,3.5,2.25,3.96,4.95,1201.86,1213.24
07/09/10,0.18,1.125,3.5,2.25,3.94,4.94,1195.85,1205.82
07/08/10,0.17,1.125,3.5,2,3.94,4.96,1209.4,1216.4
07/07/10,0.18,1.125,3.5,2,3.9,4.93,1222.98,1224.2
07/06/10,0.18,1.125,3.5,2,3.84,4.91,1222.5,1223.02
07/05/10,0.18,1.125,3.5,2,3.85,4.92,1223.03,1232.5
07/02/10,0.18,1.125,3.5,2,3.82,4.91,1228.75,1236.1
07/01/10,0.17,1.125,3.5,2,3.8,4.92,1228.65,1227.21
06/30/10,0.09,1.125,3.5,2,3.86,4.95,1221.8,1236.2
06/29/10,0.15,1.125,3.5,2,3.89,4.96,1216.76,1236.17
06/28/10,0.17,1.125,3.5,2,3.95,4.99,1201.89,1205.35
06/25/10,0.16,1.125,3.5,2,3.9,4.99,1215.19,1206.23
06/24/10,0.16,1.125,3.5,2,3.9,4.98,1189.45,1206.4
06/23/10,0.17,1.125,3.5,2,3.93,4.99,1187.5,1190.74
06/22/10,0.18,1.125,3.5,2,3.9,4.99,1182,1194.34
06/21/10,0.17,1.125,3.5,2,3.88,4.98,1171.95,1183.1
06/18/10,0.18,1.125,3.5,2,3.72,4.91,1202.65,1199.43
06/17/10,0.19,1.125,3.5,2,3.7,4.9,1213.4,1216.85
06/16/10,0.19,1.125,3.5,2,3.72,4.9,1210.75,1216.38
06/15/10,0.19,1.125,3.5,2,3.73,4.92,1227.6,1214.54
06/14/10,0.18,1.125,3.5,2,3.71,4.94,1222.15,1220.6
06/11/10,0.18,1.125,3.5,2,3.68,4.94,1246.1,1246.4
06/10/10,0.18,1.125,3.5,2,3.64,4.92,1251.05,1240.8
06/09/10,0.18,1.125,3.5,2,3.61,4.89,1248.83,1256.25
06/08/10,0.19,1.125,3.5,2,3.63,4.9,1233.48,1235.6
06/07/10,0.19,1.375,3.5,2,3.6,4.88,1235.35,1243.63
06/04/10,0.19,1.375,3.5,2,3.68,4.91,1201.8,1225.41
06/03/10,0.19,1.375,3.5,2,3.63,4.9,1197.65,1210.7
06/02/10,0.2,1.375,3.5,2,3.57,4.89,1234.5,1204.67
06/01/10,0.2,1.375,3.5,2,3.57,4.89,1216.18,1231.21
05/31/10,0.19,1.375,3.5,2,3.58,4.93,1202.24,1204.32
05/28/10,0.19,1.375,3.5,2,3.61,4.94,1194.6,1220
05/27/10,0.2,1.375,3.5,2,3.6,4.93,1224.1,1209.38
05/26/10,0.2,1.375,3.5,2,3.61,4.96,1252.28,1237.75
05/25/10,0.21,1.375,3.5,2,3.59,4.92,1251.1,1244.35
05/24/10,0.21,1.375,3.5,2,3.64,4.94,1214.25,1223.75
05/21/10,0.2,1.375,3.5,2,3.74,5,1228.5,1211.65
05/20/10,0.2,1.375,3.5,2,3.74,5,1194.8,1213.65
05/19/10,0.2,1.375,3.5,2,3.76,5.03,1165.08,1172.74
05/18/10,0.21,1.375,3.5,2,3.77,5.04,1146.58,1161.27
05/17/10,0.21,1.375,3.5,2,3.78,5.04,1153.8,1154
05/14/10,0.2,1.375,3.5,2,3.78,4.99,1130.93,1152.37
05/13/10,0.2,1.375,3.5,2,3.79,4.98,1128.1,1140.5
05/12/10,0.2,1.375,3.5,2,3.77,4.97,1143.7,1139.9
05/11/10,0.2,1.375,3.625,2,3.64,4.9,1135.78,1142.5
05/10/10,0.2,1.75,3.625,2,3.71,4.96,1132.08,1136.77
05/07/10,0.2,1.75,3.625,2,3.69,4.89,1155.45,1159.59
05/06/10,0.2,1.75,3.625,2,3.79,4.93,1141.4,1169.85
05/05/10,0.21,1.75,3.625,2,3.71,4.86,1132.5,1152.41
05/04/10,0.21,1.75,3.625,2,3.71,4.86,1115.35,1141.23
05/03/10,0.2,1.75,3.625,2,3.7,4.86,1118.4,1123.45
04/30/10,0.2,1.75,3.625,2,3.61,4.82,1108.3,1121.67
04/29/10,0.19,1.75,3.625,2,3.58,4.81,1114.85,1119.65
04/28/10,0.2,1.75,3.625,2,3.62,4.83,1118.75,1124
04/27/10,0.2,1.75,3.625,2,3.66,4.84,1110.15,1128.13
04/26/10,0.2,1.75,3.625,2,3.75,4.9,1103.8,1114.19
04/23/10,0.2,1.75,3.625,2,3.76,4.91,1108.85,1118.58
04/22/10,0.2,1.75,3.625,2,3.77,4.94,1108.15,1120.06
04/21/10,0.2,1.75,3.625,2,3.8,4.97,1107.65,1120.66
04/20/10,0.2,1.75,3.625,2,3.76,4.94,1117.85,1124.05
04/19/10,0.2,1.75,3.625,2,3.78,4.94,1118,1128.96
04/16/10,0.21,1.75,3.625,2,3.8,4.93,1110.23,1124.57
04/15/10,0.22,1.75,3.625,2,3.85,4.97,1107.55,1122.18
04/14/10,0.2,1.75,3.625,2,3.87,4.98,1112.15,1123.56
04/13/10,0.2,1.75,3.625,2,3.83,4.95,1123.9,1134.75
04/12/10,0.19,1.75,3.625,2,3.85,4.94,1114.13,1128.87
04/09/10,0.19,1.75,3.625,2,3.77,4.83,1118.15,1127.97
04/08/10,0.19,1.75,3.625,2,3.74,4.81,1123.25,1132.9
04/07/10,0.19,1.75,3.625,2,3.82,4.88,1120.6,1134.5
04/06/10,0.2,1.75,3.625,2,3.84,4.94,1123.1,1134.45
04/05/10,0.2,1.375,3.625,2,3.85,4.96,1123.05,1136.39
04/02/10,0.2,1.375,3.625,2,3.84,4.93,1125.85,1139.36
04/01/10,0.17,1.375,3.625,2,3.84,4.91,1126.25,1139.87
03/31/10,0.09,1.375,3.625,2,3.89,4.95,1131.3,1147.4
03/30/10,0.16,1.375,3.625,2,3.9,4.99,1130.1,1146.19
03/29/10,0.16,1.375,3.625,2,3.92,4.98,1135.38,1144.82
03/26/10,0.17,1.375,3.625,2,3.84,4.91,1138.8,1154.23
03/25/10,0.17,1.375,3.625,2,3.82,4.86,1142.45,1159.34
03/24/10,0.17,1.375,3.625,2,3.94,4.94,1137.8,1154.26
03/23/10,0.17,1.375,3.625,2,3.9,4.81,1136.9,1149.88
03/22/10,0.18,1.375,3.625,2,3.77,4.68,1135.6,1149.43
03/19/10,0.18,1.375,3.625,2,3.79,4.72,1132.8,1147.95
03/18/10,0.18,1.375,3.625,2,3.76,4.74,1133.85,1147.42
03/17/10,0.18,1.375,3.625,2,3.8,4.79,1128.4,1142.41
03/16/10,0.2,1.375,3.625,2,3.84,4.83,1132.65,1145.43
03/15/10,0.2,1.375,3.625,2,3.93,4.85,1134.75,1148.53
03/12/10,0.17,1.375,3.625,2,3.93,4.84,1128.2,1142.89
03/11/10,0.15,1.375,3.625,2,3.97,4.89,1133.43,1144.4
03/10/10,0.14,1.375,3.625,2,4.08,5.01,1130.93,1141.22
03/09/10,0.14,1.375,3.625,2,4.1,5.03,1134.68,1145.31
03/08/10,0.15,1.375,3.625,2,4.12,5.04,1132.53,1145
03/05/10,0.17,1.375,3.625,2,4.1,5.04,1140.3,1149.5
03/04/10,0.16,1.375,3.625,2,4.08,5.06,1145.35,1156
03/03/10,0.15,1.375,3.625,2,4.09,5.11,1146.4,1155
03/02/10,0.14,1.375,3.625,2,4.11,5.14,1152.65,1158
03/01/10,0.14,1.375,3.625,2,4.1,5.14,1154.15,1164.5
02/26/10,0.13,1.375,3.625,2,4.1,5.14,1159.85,1167.5
02/25/10,0.12,1.375,3.625,2,4.09,5.13,1163.25,1177
02/24/10,0.11,1.375,3.625,2,4.14,5.22,1153.25,1167
02/23/10,0.12,1.375,3.625,2,4.16,5.27,1148.3,1170.88
02/22/10,0.12,1.375,3.625,2,4.2,5.3,1147.4,1162
02/19/10,0.13,1.375,3.625,2,4.18,5.31,1160.5,1163.5
02/18/10,0.12,1.375,3.625,2,4.1,5.29,1150.47,1160
02/17/10,0.12,1.375,3.625,2,4.1,5.3,1142.2,1157
02/16/10,0.13,1.375,3.625,2,4.12,5.3,1151.55,1158
02/15/10,0.12,1.375,3.625,2,4.12,5.29,1156,1167.5
02/12/10,0.12,1.375,3.625,2,4.12,5.29,1151.4,1170
02/11/10,0.12,1.375,3.625,2,4.18,5.31,1156.85,1165
02/10/10,0.12,1.375,3.625,2,4.27,5.36,1160.2,1173
02/09/10,0.13,1.375,3.375,2,4.27,5.36,1163.75,1170.95
02/08/10,0.13,1.375,3.375,2,4.26,5.35,1171.88,1184
02/05/10,0.13,1.375,3.375,2,4.22,5.32,1169.45,1183.5
02/04/10,0.14,1.375,3.375,2,4.26,5.36,1150.9,1189.5
02/03/10,0.13,1.375,3.375,2,4.27,5.35,1149.25,1169.5
02/02/10,0.14,1.375,3.375,2,4.27,5.34,1159.83,1166.5
02/01/10,0.14,1.375,3.375,2,4.3,5.36,1169.45,1171
01/29/10,0.12,1.375,3.375,2,4.27,5.34,1161.65,1173
01/28/10,0.12,1.375,3.375,2,4.31,5.38,1151.5,1169.5
01/27/10,0.12,1.375,3.375,2,4.23,5.33,1159.9,1172.9
01/26/10,0.12,1.375,3.375,2,4.21,5.31,1163.25,1173
01/25/10,0.12,1.375,3.375,2,4.26,5.35,1150.15,1159
01/22/10,0.11,1.375,3.375,2,4.24,5.33,1150.85,1166
01/21/10,0.12,1.375,3.375,2,4.26,5.34,1137.3,1165.5
01/20/10,0.13,1.375,3.375,2,4.24,5.34,1138.05,1161
01/19/10,0.13,1.375,3.375,2,4.24,5.34,1127.3,1146.5
01/18/10,0.12,1.375,3.375,2,4.28,5.39,1124.6,1143.5
01/15/10,0.12,1.375,3.375,2,4.24,5.36,1123.08,1145
