Dates,Fed,US3Y,US10Y,KRbase,KR3Y,KR10Y,USDKRW,USDKRW12M
02/23/15,0.11,1,2,2,2.067,2.427,1108.7,1118.68
02/20/15,0.12,1,2,2,2.055,2.38,1101.85,1121.15
02/19/15,0.12,1,2,2,2.055,2.38,1101.85,1122.19
02/18/15,0.12,1,2,2,2.055,2.38,1101.85,1118.59
02/17/15,0.12,1,2,2,2.055,2.38,1102,1118.14
02/16/15,0.12,1,2,2,2.095,2.48,1102.2,1110.4
02/13/15,0.12,1,2,2,2.05,2.397,1096.9,1108.58
02/12/15,0.12,1,2,2,2.07,2.405,1110.5,1111.54
02/11/15,0.12,1,2,2,2.05,2.356,1097.6,1116.45
02/10/15,0.12,1,2.25,2,2.06,2.354,1089.65,1109.65
02/09/15,0.12,0.875,2.25,2,1.975,2.292,1094.75,1105.63
02/06/15,0.11,0.875,2.25,2,1.96,2.267,1089.8,1108.56
02/05/15,0.12,0.875,2.25,2,1.975,2.277,1091.4,1097.06
02/04/15,0.11,0.875,2.25,2,1.957,2.242,1084.55,1099.36
02/03/15,0.12,0.875,2.25,2,1.937,2.21,1097.4,1103.6
02/02/15,0.12,0.875,2.25,2,1.985,2.245,1103.2,1110.1
01/30/15,0.06,0.875,2.25,2,1.969,2.24,1093.6,1113.49
01/29/15,0.11,0.875,2.25,2,1.996,2.23,1093.9,1109.85
01/28/15,0.12,0.875,2.25,2,2.005,2.257,1084.45,1096.76
01/27/15,0.11,0.875,2.25,2,2.03,2.297,1079.75,1088.27
01/26/15,0.12,0.875,2.25,2,2.025,2.3,1080.75,1090.97
01/23/15,0.12,0.875,2.25,2,2.03,2.332,1084.1,1088.8
01/22/15,0.12,0.875,2.25,2,2.06,2.4,1085,1095.63
01/21/15,0.12,0.875,2.25,2,2.047,2.375,1083.3,1094.7
01/20/15,0.12,0.875,2.25,2,2.032,2.36,1088.3,1099.02
01/19/15,0.13,0.875,2.25,2,2.04,2.382,1077.95,1089.85
01/16/15,0.13,0.875,2.25,2,2.015,2.347,1077.25,1089.7
01/15/15,0.12,0.875,2.25,2,2.038,2.451,1083.25,1086.87
01/14/15,0.12,0.875,2.25,2,1.975,2.37,1082.1,1093.15
01/13/15,0.12,0.875,2.25,2,2.02,2.433,1083.45,1088.76
01/12/15,0.12,0.875,2.25,2,2.006,2.45,1081.45,1092.89
01/09/15,0.12,1,2.25,2,2.056,2.535,1089.73,1094.9
01/08/15,0.12,1,2.25,2,2.071,2.55,1096.85,1105.85
01/07/15,0.12,1,2.25,2,2.077,2.557,1099.93,1108.94
01/06/15,0.12,1,2.25,2,2.08,2.555,1098.7,1109.88
01/05/15,0.12,1,2.25,2,2.115,2.617,1109.7,1120.7
01/02/15,0.12,1,2.25,2,2.135,2.656,1103.45,1118.2
01/01/15,0.06,1,2.25,2,2.096,2.605,1099.15,1103.9
12/31/14,0.06,1,2.25,2,2.096,2.605,1099.15,1103.45
12/30/14,0.13,1,2.25,2,2.096,2.605,1099.05,1107.6
12/29/14,0.13,1,2.25,2,2.132,2.61,1097.7,1111.31
12/26/14,0.13,1,2.25,2,2.16,2.65,1098.65,1109.72
12/25/14,0.13,1,2.25,2,2.145,2.649,1102.55,1114.8
12/24/14,0.13,1,2.25,2,2.145,2.649,1102.8,1114.2
12/23/14,0.13,1,2.25,2,2.16,2.67,1102.75,1117.09
12/22/14,0.13,1,2.25,2,2.159,2.666,1096.25,1110.03
12/19/14,0.13,1,2.25,2,2.18,2.717,1101.9,1110.55
12/18/14,0.13,1,2.25,2,2.192,2.727,1102.3,1109.25
12/17/14,0.13,1,2.25,2,2.17,2.695,1094.8,1109.85
12/16/14,0.12,1,2.25,2,2.127,2.662,1086.65,1090.7
12/15/14,0.11,1,2.25,2,2.133,2.69,1099.2,1108.11
12/12/14,0.12,1,2.25,2,2.109,2.696,1103.2,1112.63
12/11/14,0.12,1,2.25,2,2.122,2.695,1100.85,1112.87
12/10/14,0.12,1,2.25,2,2.177,2.766,1102.4,1110.71
12/09/14,0.12,1,2.25,2,2.171,2.75,1107.8,1113.79
12/08/14,0.12,0.875,2.25,2,2.226,2.81,1117.55,1121.57
12/05/14,0.12,0.875,2.25,2,2.166,2.724,1114,1130.9
12/04/14,0.12,0.875,2.25,2,2.165,2.719,1115.4,1122.15
12/03/14,0.12,0.875,2.25,2,2.117,2.682,1112.85,1125.17
12/02/14,0.12,0.875,2.25,2,2.077,2.605,1106.75,1124.19
12/01/14,0.13,0.875,2.25,2,2.082,2.587,1113.6,1119.21
11/28/14,0.08,0.875,2.25,2,2.077,2.59,1108.05,1122.15
11/27/14,0.1,0.875,2.25,2,2.115,2.649,1098.35,1107.97
11/26/14,0.1,0.875,2.25,2,2.097,2.637,1106.6,1112.99
11/25/14,0.1,0.875,2.25,2,2.103,2.65,1109.2,1119.71
11/24/14,0.1,0.875,2.25,2,2.122,2.675,1112.45,1123.45
11/21/14,0.1,0.875,2.25,2,2.166,2.73,1113.7,1121
11/20/14,0.1,0.875,2.25,2,2.155,2.715,1115.15,1120.94
11/19/14,0.1,0.875,2.25,2,2.182,2.741,1106.35,1123.15
11/18/14,0.11,0.875,2.25,2,2.18,2.745,1099.15,1109.45
11/17/14,0.1,0.875,2.25,2,2.187,2.762,1093.95,1110.54
11/14/14,0.09,0.875,2.25,2,2.195,2.775,1100.75,1110.46
11/13/14,0.09,0.875,2.25,2,2.214,2.777,1096.65,1106.38
11/12/14,0.09,0.875,2.25,2,2.205,2.759,1096.05,1104.68
11/11/14,0.09,0.875,2.375,2,2.179,2.717,1091.7,1104.9
11/10/14,0.09,0.875,2.375,2,2.117,2.686,1085,1099.4
11/07/14,0.09,0.875,2.375,2,2.09,2.675,1093.35,1096.35
11/06/14,0.09,0.875,2.375,2,2.08,2.642,1083.8,1102.8
11/05/14,0.09,0.875,2.375,2,2.087,2.637,1083.5,1100.2
11/04/14,0.1,0.875,2.375,2,2.095,2.63,1076.6,1088.13
11/03/14,0.09,0.875,2.375,2,2.117,2.665,1072.65,1093.54
10/31/14,0.07,0.875,2.375,2,2.145,2.655,1068.45,1084.85
10/30/14,0.09,0.875,2.375,2,2.195,2.685,1055.6,1065.32
10/29/14,0.09,0.875,2.375,2,2.205,2.702,1047.3,1065.05
10/28/14,0.09,0.875,2.375,2,2.212,2.715,1049.6,1058.13
10/27/14,0.09,0.875,2.375,2,2.219,2.72,1052.25,1063
10/24/14,0.09,0.875,2.375,2,2.21,2.7,1057.5,1068.2
10/23/14,0.09,0.875,2.375,2,2.216,2.722,1056.1,1070.4
10/22/14,0.09,0.875,2.375,2,2.232,2.752,1051.4,1064.82
10/21/14,0.09,0.875,2.375,2,2.242,2.757,1054.7,1066.09
10/20/14,0.09,0.875,2.375,2,2.257,2.785,1059.75,1066.74
10/17/14,0.09,0.875,2.375,2,2.245,2.73,1065.75,1074.05
10/16/14,0.09,0.875,2.375,2,2.25,2.735,1061.6,1072
10/15/14,0.09,0.875,2.375,2,2.287,2.825,1062.9,1071.83
10/14/14,0.09,0.875,2.375,2.25,2.28,2.84,1064.55,1076.55
10/13/14,0.09,0.875,2.375,2.25,2.255,2.82,1067.85,1077.35
10/10/14,0.09,0.875,2.375,2.25,2.262,2.817,1070.45,1084.03
10/09/14,0.08,0.875,2.375,2.25,2.287,2.847,1074.2,1081.73
10/08/14,0.09,0.875,2.375,2.25,2.287,2.847,1074.15,1079.6
10/07/14,0.09,0.875,2.375,2.25,2.287,2.862,1066.05,1077.3
10/06/14,0.09,1,2.375,2.25,2.26,2.847,1068.95,1075.9
10/03/14,0.09,1,2.375,2.25,2.242,2.825,1061.5,1083.25
10/02/14,0.09,1,2.375,2.25,2.242,2.825,1061.4,1071.95
10/01/14,0.09,1,2.375,2.25,2.212,2.805,1062.65,1073.58
09/30/14,0.07,1,2.375,2.25,2.292,2.852,1055.15,1070.45
09/29/14,0.08,1,2.375,2.25,2.322,2.911,1053.8,1068.24
09/26/14,0.09,1,2.375,2.25,2.315,2.92,1044.3,1058.25
09/25/14,0.09,1,2.375,2.25,2.322,2.95,1042.65,1056.7
09/24/14,0.09,1,2.375,2.25,2.33,2.97,1039.95,1051.58
09/23/14,0.09,1,2.375,2.25,2.346,2.975,1040.05,1054.1
09/22/14,0.09,1,2.375,2.25,2.352,2.987,1040.8,1055.75
09/19/14,0.09,1,2.375,2.25,2.369,3.03,1044.6,1053.2
09/18/14,0.09,1,2.375,2.25,2.364,3.019,1043.35,1057.35
09/17/14,0.09,1,2.375,2.25,2.37,3.036,1034.85,1053.75
09/16/14,0.09,1,2.375,2.25,2.367,3.047,1036.75,1045
09/15/14,0.09,1,2.375,2.25,2.4,3.042,1037.95,1050.35
09/12/14,0.09,1,2.375,2.25,2.404,3.011,1035.35,1050.43
09/11/14,0.09,1,2.375,2.25,2.495,3.082,1035.95,1050.05
09/10/14,0.09,1,2.375,2.25,2.505,3.069,1024.2,1046.35
09/09/14,0.09,1,2.375,2.25,2.505,3.069,1024.2,1048.5
09/08/14,0.09,0.875,2.375,2.25,2.505,3.069,1024.2,1043.58
09/05/14,0.09,0.875,2.375,2.25,2.505,3.069,1024.2,1037.45
09/04/14,0.09,0.875,2.375,2.25,2.541,3.098,1019,1034.83
09/03/14,0.09,0.875,2.375,2.25,2.533,3.1,1019.75,1033.46
09/02/14,0.09,0.875,2.375,2.25,2.511,3.063,1018.25,1031.4
09/01/14,0.07,0.875,2.375,2.25,2.517,3.04,1013.2,1025.1
08/29/14,0.07,0.875,2.375,2.25,2.513,3.033,1013.95,1028
08/28/14,0.09,0.875,2.375,2.25,2.525,3.059,1014.5,1028.16
08/27/14,0.09,0.875,2.375,2.25,2.526,3.047,1014.25,1027.37
08/26/14,0.09,0.875,2.375,2.25,2.537,3.062,1016.95,1029.16
08/25/14,0.09,0.875,2.375,2.25,2.567,3.106,1020.15,1032.61
08/22/14,0.09,0.875,2.375,2.25,2.582,3.144,1017.75,1032.14
08/21/14,0.09,0.875,2.375,2.25,2.585,3.149,1023.7,1034.99
08/20/14,0.09,0.875,2.375,2.25,2.577,3.142,1022.75,1035.78
08/19/14,0.09,0.875,2.375,2.25,2.572,3.142,1017.4,1032.57
08/18/14,0.09,0.875,2.375,2.25,2.565,3.103,1017.8,1029.9
08/15/14,0.09,0.875,2.375,2.25,2.54,3.065,1021.15,1030.45
08/14/14,0.09,0.875,2.375,2.25,2.54,3.065,1021,1032.74
08/13/14,0.09,0.875,2.375,2.5,2.513,3.07,1029.4,1041.7
08/12/14,0.09,0.875,2.5,2.5,2.519,3.065,1026.6,1039.75
08/11/14,0.09,0.875,2.5,2.5,2.51,3.047,1030.65,1042.23
08/08/14,0.09,0.875,2.5,2.5,2.5,3.038,1035.9,1043.05
08/07/14,0.09,0.875,2.5,2.5,2.526,3.085,1037.5,1049.7
08/06/14,0.09,0.875,2.5,2.5,2.534,3.095,1033.65,1045.75
08/05/14,0.09,0.875,2.5,2.5,2.52,3.065,1028.25,1048.1
08/04/14,0.09,0.875,2.5,2.5,2.545,3.105,1033.55,1045.01
08/01/14,0.09,0.875,2.5,2.5,2.544,3.102,1037.05,1044.61
07/31/14,0.08,0.875,2.5,2.5,2.516,3.054,1027.75,1045.6
07/30/14,0.09,0.875,2.5,2.5,2.509,3.037,1024.3,1041.32
07/29/14,0.09,0.875,2.5,2.5,2.52,3.034,1024.4,1039.82
07/28/14,0.09,0.875,2.5,2.5,2.506,3.021,1026.3,1037.93
07/25/14,0.09,0.875,2.5,2.5,2.493,3.002,1026.05,1039.53
07/24/14,0.09,0.875,2.5,2.5,2.497,3.014,1028.7,1042.6
07/23/14,0.09,0.875,2.5,2.5,2.478,2.977,1023.75,1037.63
07/22/14,0.09,0.875,2.5,2.5,2.515,2.999,1024.4,1036.9
07/21/14,0.1,0.875,2.5,2.5,2.52,3,1026.9,1039.2
07/18/14,0.09,0.875,2.5,2.5,2.525,2.975,1029.3,1043.21
07/17/14,0.09,0.875,2.5,2.5,2.553,3.001,1029.2,1046.14
07/16/14,0.09,0.875,2.5,2.5,2.585,3.041,1032.05,1042.77
07/15/14,0.09,0.875,2.5,2.5,2.595,3.068,1027.35,1042.12
07/14/14,0.09,0.875,2.5,2.5,2.595,3.075,1018.33,1033.5
07/11/14,0.09,0.875,2.5,2.5,2.582,3.06,1018.85,1034.18
07/10/14,0.09,0.875,2.5,2.5,2.606,3.125,1013.45,1029.25
07/09/14,0.09,0.875,2.5,2.5,2.61,3.155,1012.15,1024.45
07/08/14,0.09,0.875,2.5,2.5,2.65,3.16,1011.85,1027.57
07/07/14,0.1,0.875,2.5,2.5,2.615,3.13,1010.65,1025.83
07/04/14,0.09,0.875,2.5,2.5,2.614,3.125,1008.9,1023.75
07/03/14,0.09,0.875,2.5,2.5,2.597,3.105,1008.55,1022.98
07/02/14,0.1,0.875,2.5,2.5,2.58,3.087,1009.2,1024.87
07/01/14,0.1,0.875,2.5,2.5,2.665,3.167,1011.6,1025.17
06/30/14,0.09,0.875,2.5,2.5,2.682,3.172,1011.85,1026.57
06/27/14,0.1,0.875,2.5,2.5,2.697,3.182,1013.55,1029.45
06/26/14,0.1,0.875,2.5,2.5,2.71,3.205,1016.3,1031.59
06/25/14,0.1,0.875,2.5,2.5,2.695,3.217,1020.95,1033.68
06/24/14,0.1,0.875,2.5,2.5,2.68,3.212,1018.4,1033.75
06/23/14,0.1,0.875,2.5,2.5,2.69,3.24,1018.55,1033.21
06/20/14,0.1,0.875,2.5,2.5,2.66,3.211,1020.65,1035.53
06/19/14,0.1,0.875,2.5,2.5,2.681,3.25,1018.75,1035.89
06/18/14,0.1,0.875,2.5,2.5,2.724,3.297,1022.45,1033.88
06/17/14,0.1,0.875,2.5,2.5,2.725,3.297,1021.85,1040.15
06/16/14,0.1,0.875,2.5,2.5,2.716,3.315,1019.9,1037.69
06/13/14,0.1,0.875,2.5,2.5,2.74,3.31,1017.85,1036.62
06/12/14,0.09,0.875,2.5,2.5,2.79,3.321,1017.6,1034.85
06/11/14,0.09,0.875,2.5,2.5,2.82,3.355,1015.8,1034.64
06/10/14,0.09,0.875,2.5,2.5,2.817,3.34,1017.15,1033.86
06/09/14,0.09,0.875,2.5,2.5,2.837,3.38,1016.5,1034.55
06/06/14,0.09,0.875,2.5,2.5,2.837,3.38,1020.45,1035.69
06/05/14,0.09,0.875,2.5,2.5,2.837,3.38,1020.45,1037
06/04/14,0.09,0.875,2.5,2.5,2.837,3.375,1023.1,1043.6
06/03/14,0.1,0.875,2.5,2.5,2.837,3.375,1023.15,1042.25
06/02/14,0.09,0.875,2.5,2.5,2.825,3.36,1023.85,1041.85
05/30/14,0.08,0.875,2.5,2.5,2.815,3.34,1020.22,1038.35
05/29/14,0.09,0.875,2.5,2.5,2.805,3.32,1020.5,1035.95
05/28/14,0.09,0.875,2.5,2.5,2.815,3.347,1021.45,1039.83
05/27/14,0.09,0.875,2.5,2.5,2.827,3.367,1023.17,1041.9
05/26/14,0.09,0.875,2.5,2.5,2.827,3.371,1023.93,1041.31
05/23/14,0.09,0.875,2.5,2.5,2.83,3.381,1024.67,1042.21
05/22/14,0.09,0.875,2.5,2.5,2.847,3.407,1024.2,1041.29
05/21/14,0.09,0.875,2.5,2.5,2.842,3.38,1026.98,1043.35
05/20/14,0.09,0.875,2.5,2.5,2.842,3.382,1025.32,1042.92
05/19/14,0.09,0.875,2.5,2.5,2.836,3.373,1022.03,1039.71
05/16/14,0.09,0.875,2.5,2.5,2.835,3.387,1024.13,1041.15
05/15/14,0.09,0.875,2.5,2.5,2.825,3.38,1025.25,1045.95
05/14/14,0.08,0.875,2.5,2.5,2.85,3.442,1027.8,1045.4
05/13/14,0.09,0.875,2.5,2.5,2.855,3.452,1022.1,1039.68
05/12/14,0.08,0.875,2.5,2.5,2.849,3.44,1024.45,1041.18
05/09/14,0.08,0.875,2.5,2.5,2.835,3.422,1024.45,1042.74
05/08/14,0.08,0.875,2.5,2.5,2.846,3.46,1022.75,1039.1
05/07/14,0.08,0.875,2.5,2.5,2.852,3.466,1022.65,1040.1
05/06/14,0.09,0.875,2.75,2.5,2.862,3.506,1030.3,1042.6
05/05/14,0.09,0.875,2.75,2.5,2.862,3.506,1030.3,1043.75
05/02/14,0.09,0.875,2.75,2.5,2.862,3.506,1030.3,1046.5
05/01/14,0.09,0.875,2.75,2.5,2.87,3.525,1033.25,1047.6
04/30/14,0.09,0.875,2.75,2.5,2.87,3.525,1033.25,1048.45
04/29/14,0.1,0.875,2.75,2.5,2.872,3.525,1030.55,1046.7
04/28/14,0.09,0.875,2.75,2.5,2.877,3.527,1035.18,1050.7
04/25/14,0.09,0.875,2.75,2.5,2.875,3.53,1041.5,1057.4
04/24/14,0.1,0.875,2.75,2.5,2.88,3.547,1039.2,1054.35
04/23/14,0.1,0.875,2.75,2.5,2.88,3.547,1039.7,1057.59
04/22/14,0.1,0.875,2.75,2.5,2.875,3.55,1037.7,1056.3
04/21/14,0.1,0.875,2.75,2.5,2.885,3.562,1039.08,1055.32
04/18/14,0.1,0.875,2.75,2.5,2.877,3.54,1037.45,1054.35
04/17/14,0.09,0.875,2.75,2.5,2.87,3.517,1038.82,1055.97
04/16/14,0.09,0.875,2.75,2.5,2.888,3.548,1037.65,1052.65
04/15/14,0.1,0.875,2.75,2.5,2.879,3.538,1040.65,1058.55
04/14/14,0.09,0.875,2.75,2.5,2.873,3.538,1038.93,1058.32
04/11/14,0.09,0.875,2.75,2.5,2.857,3.534,1034.88,1055.57
04/10/14,0.08,0.875,2.75,2.5,2.858,3.535,1040.05,1055.45
04/09/14,0.08,0.875,2.75,2.5,2.855,3.523,1041.3,1052.15
04/08/14,0.08,0.875,2.75,2.5,2.878,3.545,1052.27,1063.45
04/07/14,0.09,0.75,2.75,2.5,2.87,3.53,1055.43,1071.52
04/04/14,0.08,0.75,2.75,2.5,2.887,3.56,1053.57,1068.53
04/03/14,0.08,0.75,2.75,2.5,2.883,3.563,1057.85,1075.25
04/02/14,0.09,0.75,2.75,2.5,2.88,3.559,1056.68,1076.07
04/01/14,0.08,0.75,2.75,2.5,2.872,3.535,1058.7,1073.34
03/31/14,0.06,0.75,2.75,2.5,2.87,3.52,1064.55,1079.45
03/28/14,0.08,0.75,2.75,2.5,2.868,3.514,1069.2,1083.36
03/27/14,0.08,0.75,2.75,2.5,2.878,3.538,1071.48,1084.98
03/26/14,0.08,0.75,2.75,2.5,2.882,3.543,1075.02,1093.55
03/25/14,0.09,0.75,2.75,2.5,2.88,3.543,1079.3,1093.31
03/24/14,0.09,0.75,2.75,2.5,2.89,3.568,1077.7,1093.32
03/21/14,0.08,0.75,2.75,2.5,2.884,3.56,1080.3,1096.74
03/20/14,0.08,0.75,2.75,2.5,2.865,3.535,1076.08,1097.4
03/19/14,0.08,0.75,2.75,2.5,2.83,3.515,1070.1,1093.05
03/18/14,0.08,0.75,2.75,2.5,2.838,3.535,1069.2,1086.55
03/17/14,0.08,0.75,2.75,2.5,2.848,3.52,1067.4,1084.05
03/14/14,0.08,0.75,2.75,2.5,2.825,3.473,1072.82,1088.5
03/13/14,0.08,0.75,2.75,2.5,2.868,3.533,1069.23,1087.03
03/12/14,0.08,0.75,2.75,2.5,2.867,3.536,1070.45,1084.35
03/11/14,0.08,0.75,2.75,2.5,2.88,3.56,1065.05,1086.8
03/10/14,0.08,0.625,2.75,2.5,2.883,3.568,1066.47,1084.2
03/07/14,0.08,0.625,2.75,2.5,2.893,3.579,1060.75,1082.88
03/06/14,0.08,0.625,2.75,2.5,2.895,3.57,1064.1,1080.5
03/05/14,0.08,0.625,2.75,2.5,2.895,3.56,1070.9,1088.85
03/04/14,0.07,0.625,2.75,2.5,2.913,3.585,1073.53,1086.45
03/03/14,0.07,0.625,2.75,2.5,2.89,3.548,1070,1088.92
02/28/14,0.06,0.625,2.75,2.5,2.85,3.497,1067.4,1087.85
02/27/14,0.07,0.625,2.75,2.5,2.85,3.501,1069,1083.47
02/26/14,0.07,0.625,2.75,2.5,2.855,3.512,1065.25,1087.11
02/25/14,0.07,0.625,2.75,2.5,2.859,3.499,1072.85,1090.9
02/24/14,0.07,0.625,2.75,2.5,2.87,3.513,1074.55,1087.42
02/21/14,0.07,0.625,2.75,2.5,2.877,3.53,1072.05,1093.7
02/20/14,0.07,0.625,2.75,2.5,2.86,3.495,1072.15,1089.91
02/19/14,0.07,0.625,2.75,2.5,2.855,3.498,1065.63,1085.5
02/18/14,0.07,0.625,2.75,2.5,2.862,3.524,1066.25,1081.79
02/17/14,0.06,0.625,2.75,2.5,2.853,3.5,1060.55,1077.19
02/14/14,0.06,0.625,2.75,2.5,2.84,3.482,1063.48,1075.95
02/13/14,0.06,0.625,2.75,2.5,2.837,3.492,1066.7,1080.35
02/12/14,0.07,0.625,2.75,2.5,2.844,3.53,1062.7,1079.79
02/11/14,0.06,0.625,2.75,2.5,2.84,3.53,1070.85,1083.11
02/10/14,0.07,0.75,2.75,2.5,2.845,3.545,1071.23,1090.22
02/07/14,0.06,0.75,2.75,2.5,2.855,3.567,1074.32,1090.01
02/06/14,0.07,0.75,2.75,2.5,2.849,3.54,1078.98,1091.6
02/05/14,0.07,0.75,2.75,2.5,2.855,3.545,1076.85,1094.4
02/04/14,0.07,0.75,2.75,2.5,2.85,3.544,1083.8,1093.05
02/03/14,0.07,0.75,2.75,2.5,2.882,3.607,1084.45,1103.88
01/31/14,0.07,0.75,2.75,2.5,2.885,3.615,1070.3,1099
01/30/14,0.07,0.75,2.75,2.5,2.885,3.615,1070.3,1096.2
01/29/14,0.07,0.75,2.75,2.5,2.885,3.615,1070.3,1093.59
01/28/14,0.07,0.75,2.75,2.5,2.872,3.602,1081.15,1093.69
01/27/14,0.07,0.75,2.75,2.5,2.885,3.607,1083.65,1096.25
01/24/14,0.07,0.75,2.75,2.5,2.865,3.585,1080.38,1103.25
01/23/14,0.07,0.75,2.75,2.5,2.902,3.655,1073.85,1093.37
01/22/14,0.07,0.75,2.75,2.5,2.92,3.68,1067.13,1085.45
01/21/14,0.07,0.75,2.75,2.5,2.91,3.665,1065.3,1087.85
01/20/14,0.07,0.75,2.75,2.5,2.905,3.65,1063.55,1080.57
01/17/14,0.07,0.75,2.75,2.5,2.897,3.65,1059.65,1079.65
01/16/14,0.07,0.75,2.75,2.5,2.89,3.645,1063.35,1079.7
01/15/14,0.07,0.75,2.75,2.5,2.905,3.665,1062.6,1081.5
01/14/14,0.07,0.75,2.75,2.5,2.905,3.645,1059.15,1078.36
01/13/14,0.07,0.75,2.75,2.5,2.89,3.627,1056.8,1075.22
01/10/14,0.07,0.75,2.75,2.5,2.91,3.652,1061.35,1074.82
01/09/14,0.07,0.75,2.75,2.5,2.895,3.674,1062.68,1081.2
01/08/14,0.07,0.75,2.75,2.5,2.855,3.645,1064.63,1085.44
01/07/14,0.07,0.75,2.75,2.5,2.864,3.65,1068.35,1085.65
01/06/14,0.08,0.625,2.75,2.5,2.86,3.645,1065.3,1082.16
01/03/14,0.08,0.625,2.75,2.5,2.93,3.7,1055.25,1072.75
01/02/14,0.08,0.625,2.75,2.5,2.91,3.68,1050.32,1070.6
01/01/14,0.07,0.625,2.75,2.5,2.865,3.585,1055.45,1068.88
12/31/13,0.07,0.625,2.75,2.5,2.865,3.585,1055.45,1067.7
12/30/13,0.08,0.625,2.75,2.5,2.865,3.585,1055.45,1071.56
12/27/13,0.08,0.625,2.75,2.5,2.83,3.55,1054.35,1071.45
12/26/13,0.08,0.625,2.75,2.5,2.88,3.575,1059.17,1076.18
12/25/13,0.08,0.625,2.75,2.5,2.883,3.565,1059.3,1076.65
12/24/13,0.08,0.625,2.75,2.5,2.883,3.565,1059.3,1077.32
12/23/13,0.09,0.625,2.75,2.5,2.88,3.58,1060.75,1078.4
12/20/13,0.09,0.625,2.75,2.5,2.878,3.625,1061.35,1079.75
12/19/13,0.09,0.625,2.75,2.5,2.89,3.63,1059.72,1077.1
12/18/13,0.09,0.625,2.75,2.5,2.9,3.62,1051.25,1069.19
12/17/13,0.09,0.625,2.75,2.5,2.885,3.605,1051.05,1070.3
12/16/13,0.09,0.625,2.75,2.5,2.92,3.63,1051.53,1069.3
12/13/13,0.08,0.625,2.75,2.5,2.955,3.68,1052.7,1071.03
12/12/13,0.09,0.625,2.75,2.5,3.005,3.71,1051.05,1070.3
12/11/13,0.08,0.625,2.75,2.5,3.005,3.715,1052.23,1070.7
12/10/13,0.09,0.625,2.75,2.5,2.99,3.69,1052.2,1069.32
12/09/13,0.09,0.625,2.75,2.5,2.99,3.68,1052.88,1068.1
12/06/13,0.09,0.625,2.75,2.5,3.01,3.73,1057.85,1070.52
12/05/13,0.09,0.625,2.75,2.5,3.02,3.75,1059.52,1076.07
12/04/13,0.09,0.625,2.75,2.5,3.03,3.73,1060.35,1078.85
12/03/13,0.09,0.625,2.75,2.5,3.04,3.73,1061.15,1079.39
12/02/13,0.09,0.625,2.75,2.5,3.04,3.73,1057.13,1077.75
11/29/13,0.07,0.625,2.75,2.5,3.01,3.67,1058.18,1076.36
11/28/13,0.09,0.625,2.75,2.5,2.99,3.65,1061.28,1079.57
11/27/13,0.09,0.625,2.75,2.5,2.97,3.64,1061.05,1082.45
11/26/13,0.09,0.625,2.75,2.5,2.96,3.64,1059.8,1079.3
11/25/13,0.09,0.625,2.75,2.5,2.97,3.65,1061.97,1078.81
11/22/13,0.09,0.625,2.75,2.5,2.95,3.64,1060.3,1079.7
11/21/13,0.09,0.625,2.75,2.5,2.97,3.68,1062.75,1078.8
11/20/13,0.09,0.625,2.75,2.5,2.96,3.64,1057.9,1077.6
11/19/13,0.09,0.625,2.75,2.5,2.95,3.63,1055.82,1074.45
11/18/13,0.09,0.625,2.75,2.5,2.94,3.59,1057.9,1074.35
11/15/13,0.09,0.625,2.75,2.5,2.94,3.6,1063.5,1079.4
11/14/13,0.09,0.625,2.75,2.5,2.94,3.58,1067.85,1086.76
11/13/13,0.08,0.625,2.75,2.5,2.94,3.56,1072.42,1088.1
11/12/13,0.08,0.625,2.5,2.5,2.96,3.59,1071.38,1091.77
11/11/13,0.08,0.625,2.5,2.5,2.96,3.58,1072.5,1091.96
11/08/13,0.08,0.625,2.5,2.5,2.88,3.49,1064.88,1084.8
11/07/13,0.08,0.625,2.5,2.5,2.9,3.52,1061.45,1084.1
11/06/13,0.08,0.625,2.5,2.5,2.89,3.5,1060.9,1078.84
11/05/13,0.08,0.625,2.5,2.5,2.89,3.52,1061.15,1081.3
11/04/13,0.08,0.625,2.5,2.5,2.86,3.48,1062.88,1080.69
11/01/13,0.08,0.625,2.5,2.5,2.85,3.45,1060.8,1080.53
10/31/13,0.07,0.625,2.5,2.5,2.81,3.39,1060.75,1085
10/30/13,0.08,0.625,2.5,2.5,2.8,3.37,1060.1,1079
10/29/13,0.08,0.625,2.5,2.5,2.81,3.4,1060.55,1081.62
10/28/13,0.08,0.625,2.5,2.5,2.82,3.4,1061.03,1080.55
10/25/13,0.08,0.625,2.5,2.5,2.8,3.36,1062,1081.36
10/24/13,0.08,0.625,2.5,2.5,2.8,3.37,1061,1081.28
10/23/13,0.08,0.625,2.5,2.5,2.79,3.35,1056.03,1077.38
10/22/13,0.08,0.625,2.5,2.5,2.83,3.44,1060.77,1077.07
10/21/13,0.09,0.625,2.5,2.5,2.84,3.45,1062.3,1081.67
10/18/13,0.1,0.625,2.5,2.5,2.82,3.44,1060.85,1079.25
10/17/13,0.1,0.625,2.5,2.5,2.85,3.49,1063.63,1078.9
10/16/13,0.11,0.625,2.5,2.5,2.87,3.51,1065.68,1084.45
10/15/13,0.1,0.625,2.5,2.5,2.88,3.53,1066.77,1087.99
10/14/13,0.1,0.625,2.5,2.5,2.88,3.54,1071.5,1090.55
10/11/13,0.1,0.625,2.5,2.5,2.86,3.5,1071.43,1090.25
